"","document_name","Text","author","author_type","date_constructed","probability","year","additional_info","unique_ID","topic_name_short","author_category","nra_group","sentiment","energy_crisis","manual_annotation","paradigm_aspect"
"1101","17_NRA Report_Lithuania_EN_Cropped.json","In 2016, the distribution grid investments amounted to EUR 118.92 m  2.5 percent more than in 2015. According to the investment programme  presented to the National Commission for Energy Control and Prices (hereinafter  the NCC), planned investments in the distribution grid during  will amount to EUR 434 m. In comparison, planned investments in the distribution grid in the previous investment plan for the period of  amounted to EUR 413 m.","NRA Report","Lithuania",2017-01-01,0,2017,NA,22049,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"other"
"1102","15_NRA Report_Lithuania_EN_Cropped.json","The NCC set the natural gas distribution price cap for 2015 at 268.24 Lt/thousand m 3 (77.68 Eur/thousand m 3) or 25.80 Lt/MWh (7.47 Eur/MWh) (VAT excluded). The main impact on the adjustment of the natural gas distribution price cap was made by the decreasing distributed natural gas quantities  in 2015 it is being planned to distribute 711.2 million m 3 of natural gas, i.e. nearly17 percent less than in 2014.","NRA Report","Lithuania",2015-01-01,0.846593105549766,2015,NA,17785,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1103","18_NRA Report_Lithuania_EN_for 17_Cropped.json","In accordance with the requirements of the Price methodology, the NCC has checked whether the set price caps of natural gas transmission services at entry and exit points meet the term referred to in the ACER findings regarding non-discrimination of system users, i.e. the ratio of the average price per unit of capacity created for gas cross-border transportation with the average price per unit of capacity created for the internal system users must be equal to from 0.9 to 1.1.","NRA Report","Lithuania",2018-01-01,0.68459962711749,2018,"for 17",24207,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1104","19_NRA Report_Lithuania_EN_Cropped.json","The LNGT operator sets a variable component of LNG regasification price, taking into consideration the course of development of regional natural gas market, possibilities to ensure diversified natural gas supply to natural gas consumers of the Republic of Lithuania under conditions of effective market competition and by applying the benchmarking principle as per the data of other prices of LNGT regasification service.","NRA Report","Lithuania",2019-01-01,0,2019,NA,26395,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1105","15_NRA Report_Lithuania_EN_Cropped.json","The natural gas tariff for household customers consists of the sum of the forecasted prices of natural gas (product), the specific prices of transmission, distribution, storage, liquefaction and supply, and the difference between the natural gas (product) prices forecasted during the previous tariff validity period and the actual natural gas (product) prices. The gas import price for the next half-year period is forecasted based on a forecast of the variable components of the import price (1 percent sulphur content heavy fuel oil, diesel fuel (0.1), USD/EUR exchange rate and calorific value of gas). The difference in the revenues, which occurs due to the difference between the forecasted and actual import prices, is evaluated by setting the natural gas tariffs for household customers for the following half-year period.","NRA Report","Lithuania",2015-01-01,0,2015,NA,17918,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1106","19_NRA Report_Lithuania_EN_Cropped.json","UAB Geros dujos was imposed with a fine of EUR 22,866.96 for infringements found during the inspection (6% of the revenue from the regulated activities). The NCC imposed a fine of EUR 1,143,00 (0,3% of the revenue from regulated activities) on the company for failure to submit the information specified by the NCC within the deadlines established and ordered the company to repay the overpayments to the consumers.","NRA Report","Lithuania",2019-01-01,0,2019,NA,26426,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1107","17_NRA Report_Lithuania_EN_Cropped.json","In order to help entities obliged to publish the mandatory information on their, municipality or NCC owned websites and to comprehend and unilaterally asses the amount, procedures and terms of published information, as established by relevant points of the Description of the Procedure of Publishing Information, the NCC adopted Recommendations for the Compliance of Service Prices in the Energy Sector with Transparency, Non-Discrimination and Other Legislative Requirements.","NRA Report","Lithuania",2017-01-01,0,2017,NA,22128,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1108","21_NRA Report_Lithuania_EN_Cropped.json","The NERC carries out scheduled inspections of regulated gas undertakings to determine their compliance with the set cost and price level. In 2020, the NERC carried out 1 scheduled inspection of a regulated gas undertaking. The NERC, having conducted a scheduled inspection of UAB Intergas, stated that in 2019, the sum of EUR 18.822 was unreasonably included in the costs of regulated natural gas distribution activities. During the inspection, the NERC also established that due to the differences between the forecast and actual regulated value of the assets, during the period , EUR 117,270 higher normative profit was included in the distribution price caps. The NERC assessed the difference in costs and the revised value of regulated assets by setting the upper limit of UAB Intergas natural gas distribution income for .","NRA Report","Lithuania",2021-01-01,0,2021,NA,30335,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1109","24_NRA Report_Lithuania_EN_Cropped.json","In order to create preconditions for the development of effective competition in the natural gas markets and to prevent persons from abusing their significant influence in the natural gas markets, NERC carries out market research in accordance with the Rules for Market Research. Accordingly, NERC regularly publishes market research reports on its website and updates said reports, except for information which is considered confidential, and final decisions on the results of the market research or parts thereof, excluding confidential information. It is noted that no market research was carried out in 2023.","NRA Report","Lithuania",2024-01-01,0,2024,NA,35663,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1110","17_NRA Report_Lithuania_EN_Cropped.json","By Resolution No. O3-55 of the NCC of 19 February 2016 a decision was adopted to conclude the investigation (launched in 2014) of the natural gas supply market in order to examine the efficiency of competition in the natural gas supply market, to identify participants having a significant impact in this market, if any, and to assess if participants having a significant impact in the market did not abuse the market.","NRA Report","Lithuania",2017-01-01,0,2017,NA,22146,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
"1111","23_NRA Report_Lithuania_EN_Cropped.json","In accordance with the provisions of the Law on Natural Gas of the Republic of Lithuania (hereinafter referred to as the Law on Natural Gas), NERC continuously monitors and controls the compliance of undertakings operating in the natural gas sector with the requirements of transparency, non-discrimination, and competition in the natural gas sector established in the Law on Natural Gas and other legislation, their compliance with the conditions and requirements for licenses or permits regulated , the protection, and defence of consumer rights and legitimate interests, including the reliability of the information provided to consumers. Entities operating in the wholesale natural gas market shall make the information, established in separate legislation, publicly available. In accordance with the approved description of the information to be made publicly available, NERC publishes the list of the information to be made publicly available by the undertakings of the natural gas sector on NERC website16 . In accordance with the aforementioned description, NERC also annually checks the manner in which the information contained in this list is made publicly available by the undertakings. Having identified deficiencies in the published information, NERC draws up recommendations related to compliance with the prices of the services within the energy sector with the requirements of transparency, nondiscrimination, and other requirements set out in legislation. In accordance with the provisions of the Law on Energy, these recommendations are published at least once every 5 years and submitted to the Competition Council of the Republic of Lithuania. The new recommendations are expected to be published in 2023.","NRA Report","Lithuania",2023-01-01,0,2023,NA,34171,"Lithuania Gas market","Regulators","Eastern Europe",NA,0,FALSE,"liberal_instruments"
